Energy_Consumption_kWh,Household_Size,Avg_Temperature_C,Has_AC,Peak_Hours_Usage_kWh,Household_ID_encoded
9.1,4,19.1,0,3.0,6228
11.2,4,15.9,0,3.8,6228
8.9,4,17.4,0,3.3,6228
3.3,1,21.4,0,1.2,6229
4.9,1,16.7,0,1.7,6229
3.4,1,14.6,0,1.1,6229
2.1,1,14.4,0,0.6,6229
5.8,1,13.0,0,2.2,6229
3.1,1,20.7,0,1.0,6229
5.3,1,19.9,0,2.1,6229
2.6,1,16.9,0,0.9,6230
3.8,1,20.9,0,1.4,6230
3.6,1,17.3,0,1.1,6230
2.4,1,17.4,0,0.7,6230
2.1,1,13.3,0,0.9,6230
4.6,1,15.2,0,1.4,6230
5.0,1,20.4,0,1.8,6230
18.0,6,17.6,1,9.3,6231
18.0,6,16.6,1,8.0,6231
18.0,6,14.1,1,7.5,6231
18.0,6,17.3,1,8.1,6231
18.0,6,13.3,1,9.6,6231
18.0,6,19.4,1,9.8,6231
18.0,6,19.5,1,9.3,6231
8.7,4,15.7,0,2.9,6232
10.1,4,15.7,0,3.0,6232
10.7,4,16.7,0,4.2,6232
11.3,4,20.8,0,3.7,6232
11.0,4,15.5,0,3.5,6232
7.8,4,20.9,0,3.1,6232
9.7,4,14.7,0,3.8,6232
10.6,2,19.8,1,4.3,6233
8.7,2,19.8,1,3.5,6233
8.4,2,17.8,1,3.9,6233
7.0,2,15.7,1,3.3,6233
7.5,2,14.1,1,3.3,6233
9.0,2,19.1,1,4.4,6233
5.6,2,18.6,1,2.8,6233
17.3,5,15.0,1,7.6,6234
18.0,5,17.0,1,8.5,6234
17.5,5,17.6,1,8.7,6234
17.2,5,19.4,1,7.1,6234
15.8,5,20.2,1,6.7,6234
18.0,5,19.6,1,7.3,6234
18.0,5,16.6,1,7.7,6234
12.3,5,13.1,0,4.9,6235
11.9,5,18.9,0,4.7,6235
10.4,5,14.1,0,4.0,6235
12.2,5,22.1,0,4.2,6235
12.2,5,19.2,0,4.2,6235
13.0,5,21.3,0,4.8,6235
14.6,5,16.1,0,5.0,6235
7.0,3,18.0,0,2.1,6236
6.9,3,18.3,0,2.2,6236
6.9,3,18.8,0,2.3,6236
4.1,3,21.7,0,1.3,6236
9.1,3,19.4,0,3.4,6236
6.7,3,15.4,0,2.6,6236
7.2,3,15.9,0,2.5,6236
15.4,4,16.3,1,6.3,6237
15.3,4,16.7,1,7.1,6237
12.7,4,18.1,1,5.7,6237
15.7,4,20.3,1,6.5,6237
16.6,4,21.7,1,8.0,6237
14.7,4,10.0,1,6.9,6237
15.6,4,16.9,1,6.9,6237
5.4,3,20.0,0,1.7,6238
6.1,3,14.7,0,2.2,6238
9.6,3,12.6,0,3.4,6238
7.2,3,17.0,0,2.6,6238
10.0,3,19.4,0,3.2,6238
7.3,3,15.4,0,2.7,6238
6.7,3,18.2,0,2.6,6238
18.0,6,16.0,1,8.8,6239
18.0,6,16.8,1,8.8,6239
18.0,6,18.0,1,8.1,6239
18.0,6,19.6,1,8.7,6239
18.0,6,15.2,1,8.6,6239
18.0,6,18.6,1,8.7,6239
18.0,6,19.1,1,9.4,6239
10.6,3,18.4,1,4.9,6240
8.5,3,15.0,1,4.1,6240
9.9,3,20.5,1,4.0,6240
9.2,3,15.1,1,4.5,6240
9.1,3,15.6,1,4.4,6240
10.4,3,21.5,1,4.2,6240
13.4,3,20.5,1,6.1,6240
3.2,1,15.3,1,1.3,6241
4.4,1,14.0,1,2.0,6241
2.0,1,16.0,1,0.9,6241
4.0,1,18.4,1,2.0,6241
2.0,1,16.9,1,0.9,6241
6.4,1,18.2,1,2.7,6241
3.0,1,19.2,1,1.4,6241
11.2,5,16.8,0,4.5,6242
12.8,5,19.4,0,4.5,6242
11.6,5,13.0,0,4.1,6242
11.1,5,18.2,0,4.2,6242
14.8,5,15.5,0,5.2,6242
13.3,5,15.8,0,4.3,6242
12.4,5,17.6,0,4.3,6242
8.3,3,20.0,0,2.7,6243
8.4,3,17.5,0,2.7,6243
7.9,3,14.0,0,3.1,6243
7.2,3,13.5,0,2.6,6243
7.1,3,18.6,0,2.4,6243
5.5,3,20.9,0,2.1,6243
7.5,3,19.5,0,2.8,6243
2.0,1,15.2,0,0.8,6244
4.0,1,20.7,0,1.3,6244
3.1,1,17.4,0,1.1,6244
1.3,1,18.4,0,0.5,6244
4.4,1,14.4,0,1.5,6244
4.5,1,16.6,0,1.6,6244
3.6,1,18.9,0,1.1,6244
12.6,4,19.0,0,4.0,6245
12.2,4,22.7,0,3.8,6245
10.1,4,15.5,0,3.1,6245
10.7,4,19.7,0,3.7,6245
6.5,4,14.8,0,2.3,6245
11.2,4,17.1,0,4.4,6245
9.0,4,22.3,0,3.4,6245
9.7,3,18.6,1,4.7,6246
10.7,3,16.0,1,5.0,6246
12.0,3,16.8,1,5.6,6246
10.1,3,17.7,1,4.3,6246
11.2,3,14.5,1,4.8,6246
9.0,3,18.3,1,3.7,6246
13.6,3,18.7,1,6.2,6246
18.0,6,17.4,1,9.4,6247
18.0,6,17.8,1,8.0,6247
18.0,6,16.7,1,8.1,6247
18.0,6,14.3,1,8.3,6247
18.0,6,20.2,1,8.8,6247
18.0,6,22.2,1,8.2,6247
18.0,6,18.8,1,10.0,6247
11.9,6,16.4,0,3.8,6248
15.1,6,22.8,0,5.6,6248
14.5,6,15.0,0,5.1,6248
13.1,6,21.3,0,4.4,6248
15.4,6,19.4,0,5.6,6248
14.8,6,16.2,0,4.8,6248
13.5,6,20.9,0,4.4,6248
18.0,6,21.2,1,9.2,6249
18.0,6,21.0,1,9.2,6249
18.0,6,22.5,1,8.6,6249
18.0,6,16.1,1,9.2,6249
18.0,6,22.6,1,9.0,6249
18.0,6,16.3,1,8.6,6249
18.0,6,20.1,1,9.6,6249
9.4,5,18.1,0,3.0,6250
13.4,5,21.5,0,4.0,6250
9.4,5,21.1,0,3.2,6250
14.2,5,14.7,0,4.5,6250
13.7,5,15.7,0,5.0,6250
10.4,5,16.1,0,3.8,6250
12.1,5,16.9,0,4.1,6250
5.7,3,14.8,0,1.7,6251
7.7,3,14.2,0,3.1,6251
9.1,3,15.6,0,3.2,6251
7.5,3,17.0,0,2.8,6251
6.5,3,17.9,0,2.5,6251
7.4,3,15.0,0,2.4,6251
9.0,3,15.6,0,3.5,6251
9.1,4,17.5,0,3.5,6252
8.7,4,20.0,0,3.3,6252
10.4,4,17.6,0,3.3,6252
10.2,4,20.1,0,3.4,6252
9.6,4,15.5,0,3.1,6252
11.1,4,21.8,0,4.1,6252
9.9,4,17.2,0,3.9,6252
10.0,3,18.9,1,4.2,6253
10.4,3,16.5,1,5.1,6253
13.8,3,19.9,1,5.8,6253
8.4,3,18.2,1,3.7,6253
7.7,3,14.9,1,3.6,6253
10.9,3,18.2,1,5.4,6253
9.8,3,17.2,1,4.4,6253
17.6,5,15.4,1,8.0,6254
18.0,5,21.0,1,9.1,6254
16.7,5,17.6,1,7.1,6254
16.6,5,20.5,1,6.8,6254
16.2,5,15.4,1,6.8,6254
17.3,5,15.5,1,7.1,6254
16.1,5,15.5,1,8.0,6254
2.4,1,19.6,0,0.9,6255
0.5,1,17.3,0,0.2,6255
3.9,1,16.9,0,1.2,6255
2.6,1,16.5,0,1.0,6255
2.8,1,14.4,0,1.0,6255
4.2,1,17.4,0,1.4,6255
2.8,1,17.6,0,0.9,6255
18.0,5,21.7,1,9.4,6256
18.0,5,16.5,1,8.4,6256
17.7,5,15.2,1,7.5,6256
17.6,5,17.7,1,7.6,6256
18.0,5,14.3,1,9.7,6256
18.0,5,16.9,1,8.4,6256
18.0,5,13.3,1,7.9,6256
11.1,6,19.5,0,4.0,6257
13.5,6,17.9,0,5.3,6257
12.9,6,17.7,0,5.1,6257
16.3,6,16.7,0,5.1,6257
13.8,6,15.6,0,4.3,6257
15.7,6,19.8,0,5.7,6257
14.7,6,13.4,0,5.4,6257
2.9,1,16.0,1,1.3,6258
5.9,1,14.2,1,2.7,6258
3.9,1,17.9,1,1.9,6258
6.1,1,16.4,1,3.0,6258
3.6,1,21.3,1,1.7,6258
5.5,1,14.5,1,2.4,6258
1.4,1,16.8,1,0.5,6258
18.0,6,16.2,1,8.1,6259
17.7,6,13.4,1,8.4,6259
18.0,6,10.9,1,9.0,6259
18.0,6,16.1,1,9.1,6259
18.0,6,14.6,1,8.8,6259
18.0,6,18.6,1,8.2,6259
18.0,6,17.3,1,8.6,6259
6.9,2,18.6,1,3.0,6260
8.2,2,21.3,1,4.0,6260
7.1,2,16.0,1,3.0,6260
6.6,2,15.4,1,3.3,6260
6.0,2,17.9,1,2.8,6260
7.7,2,18.5,1,3.4,6260
4.5,2,17.5,1,2.2,6260
16.8,5,16.2,1,6.9,6261
13.9,5,15.9,1,6.9,6261
18.0,5,15.6,1,8.8,6261
17.2,5,16.4,1,8.3,6261
14.9,5,12.0,1,6.3,6261
18.0,5,12.4,1,8.5,6261
17.5,5,16.6,1,8.1,6261
14.1,5,20.2,0,4.7,6262
11.1,5,18.5,0,3.7,6262
15.0,5,17.4,0,5.2,6262
14.7,5,17.7,0,4.8,6262
12.2,5,15.5,0,4.5,6262
15.3,5,20.8,0,5.3,6262
11.7,5,14.8,0,3.9,6262
17.3,4,18.9,1,8.4,6263
16.2,4,16.4,1,6.8,6263
17.5,4,18.8,1,7.0,6263
12.8,4,21.6,1,6.1,6263
14.0,4,14.8,1,6.2,6263
16.9,4,22.5,1,8.3,6263
16.5,4,18.9,1,6.8,6263
11.2,3,22.2,1,5.4,6264
11.0,3,16.8,1,5.1,6264
9.7,3,17.5,1,3.9,6264
11.8,3,16.0,1,4.9,6264
11.6,3,15.9,1,5.2,6264
9.7,3,14.0,1,4.1,6264
8.1,3,16.5,1,3.4,6264
2.3,1,16.5,1,1.1,6265
3.5,1,14.6,1,1.4,6265
5.3,1,14.5,1,2.5,6265
4.7,1,17.5,1,2.0,6265
5.8,1,20.2,1,2.8,6265
4.7,1,15.1,1,2.0,6265
3.4,1,18.5,1,1.7,6265
1.0,1,15.7,1,0.4,6266
3.9,1,16.9,1,1.8,6266
1.9,1,17.8,1,1.0,6266
3.6,1,16.6,1,1.5,6266
3.6,1,17.8,1,1.6,6266
5.4,1,22.8,1,2.2,6266
6.0,1,16.3,1,2.8,6266
16.3,4,18.1,1,7.2,6267
14.7,4,15.8,1,6.9,6267
13.3,4,15.5,1,5.5,6267
15.5,4,17.8,1,7.3,6267
15.3,4,15.8,1,6.3,6267
15.5,4,16.3,1,6.4,6267
18.0,4,22.0,1,8.9,6267
13.6,4,20.0,1,6.5,6268
16.1,4,15.6,1,7.5,6268
14.9,4,14.5,1,7.2,6268
11.2,4,16.6,1,5.2,6268
13.1,4,16.4,1,6.5,6268
14.4,4,21.7,1,6.4,6268
15.7,4,20.4,1,6.7,6268
7.0,3,10.0,0,2.6,6269
7.2,3,20.0,0,2.5,6269
6.2,3,14.7,0,2.2,6269
7.8,3,18.9,0,2.7,6269
5.2,3,17.8,0,1.6,6269
10.1,3,14.1,0,3.8,6269
6.8,3,16.8,0,2.6,6269
15.2,6,17.8,0,5.0,6270
13.4,6,16.0,0,5.2,6270
17.5,6,16.6,0,6.0,6270
16.0,6,19.8,0,5.5,6270
16.4,6,21.7,0,5.5,6270
16.2,6,16.8,0,5.2,6270
14.7,6,18.3,0,5.2,6270
6.9,3,15.4,0,2.1,6271
11.2,3,20.2,0,4.1,6271
6.5,3,18.5,0,2.0,6271
5.4,3,14.1,0,2.1,6271
5.2,3,14.8,0,1.8,6271
7.0,3,20.7,0,2.4,6271
6.4,3,16.8,0,2.2,6271
12.2,5,20.5,0,4.7,6272
12.7,5,15.8,0,4.9,6272
12.2,5,20.2,0,4.1,6272
13.8,5,15.4,0,4.5,6272
14.0,5,18.9,0,5.5,6272
14.3,5,19.1,0,4.4,6272
14.3,5,16.8,0,5.4,6272
18.0,6,17.3,1,9.6,6273
18.0,6,16.0,1,10.0,6273
18.0,6,19.9,1,9.1,6273
18.0,6,16.8,1,9.4,6273
18.0,6,20.9,1,9.4,6273
18.0,6,22.5,1,9.3,6273
18.0,6,15.0,1,9.0,6273
4.9,2,16.8,0,1.7,6274
2.4,2,14.7,0,0.7,6274
4.9,2,15.1,0,1.5,6274
3.0,2,16.5,0,1.0,6274
4.2,2,18.2,0,1.5,6274
4.6,2,17.5,0,1.8,6274
5.4,2,16.8,0,1.7,6274
10.3,3,18.6,0,3.2,6275
7.1,3,20.1,0,2.7,6275
9.1,3,15.0,0,3.4,6275
9.0,3,20.3,0,2.8,6275
9.0,3,15.3,0,3.5,6275
7.8,3,17.3,0,2.5,6275
8.7,3,18.9,0,2.9,6275
14.7,4,18.7,1,7.2,6276
15.2,4,20.6,1,6.2,6276
12.5,4,17.6,1,5.8,6276
14.4,4,14.5,1,7.1,6276
16.4,4,18.1,1,6.8,6276
15.6,4,17.8,1,6.7,6276
13.6,4,13.4,1,5.7,6276
15.7,6,14.8,0,5.1,6277
14.5,6,19.5,0,5.7,6277
13.8,6,15.1,0,5.1,6277
16.9,6,22.5,0,6.7,6277
16.6,6,17.3,0,6.2,6277
15.2,6,19.2,0,5.1,6277
18.0,6,19.0,0,6.6,6277
10.1,3,17.7,1,4.7,6278
11.2,3,17.7,1,5.2,6278
13.2,3,18.4,1,6.1,6278
7.9,3,17.8,1,3.2,6278
10.5,3,11.9,1,4.5,6278
12.8,3,16.1,1,5.9,6278
8.0,3,15.8,1,3.4,6278
4.3,1,22.6,1,1.9,6279
1.7,1,11.8,1,0.8,6279
3.5,1,16.3,1,1.7,6279
2.2,1,19.2,1,1.0,6279
5.3,1,15.0,1,2.4,6279
3.3,1,14.7,1,1.4,6279
3.2,1,15.2,1,1.3,6279
5.1,2,19.9,0,1.9,6280
7.3,2,13.9,0,2.5,6280
3.1,2,18.5,0,1.2,6280
5.1,2,19.8,0,1.7,6280
3.9,2,18.8,0,1.3,6280
3.3,2,16.5,0,1.3,6280
6.6,2,17.3,0,2.4,6280
15.5,5,16.9,1,7.6,6281
18.0,5,24.1,1,9.4,6281
17.2,5,18.0,1,7.6,6281
16.4,5,17.4,1,6.8,6281
18.0,5,17.3,1,8.8,6281
18.0,5,19.0,1,8.1,6281
18.0,5,17.7,1,7.7,6281
5.0,1,12.3,1,2.4,6282
5.4,1,18.3,1,2.4,6282
3.0,1,17.8,1,1.4,6282
4.3,1,17.1,1,1.7,6282
4.1,1,16.0,1,1.8,6282
4.6,1,18.5,1,2.1,6282
3.6,1,17.3,1,1.5,6282
2.9,1,18.4,1,1.2,6283
4.4,1,15.2,1,1.9,6283
6.9,1,16.3,1,3.2,6283
4.0,1,14.3,1,2.0,6283
1.2,1,19.1,1,0.5,6283
4.5,1,13.5,1,1.8,6283
4.5,1,22.6,1,2.1,6283
5.1,2,15.1,1,2.5,6284
7.1,2,18.3,1,2.9,6284
5.8,2,15.6,1,2.7,6284
8.4,2,14.0,1,3.6,6284
6.3,2,17.8,1,2.8,6284
6.6,2,11.5,1,2.7,6284
5.9,2,12.1,1,2.4,6284
17.7,5,16.7,1,8.2,6285
18.0,5,23.7,1,8.4,6285
16.0,5,14.8,1,7.5,6285
18.0,5,19.3,1,9.4,6285
18.0,5,19.5,1,9.2,6285
18.0,5,14.4,1,8.9,6285
18.0,5,19.5,1,8.6,6285
12.5,4,19.2,0,4.6,6286
11.3,4,21.3,0,4.3,6286
10.2,4,17.0,0,3.1,6286
9.7,4,19.9,0,2.9,6286
9.3,4,13.4,0,3.4,6286
10.8,4,18.2,0,4.1,6286
9.2,4,22.2,0,3.1,6286
14.9,6,22.3,0,4.6,6287
14.7,6,19.1,0,5.8,6287
13.7,6,18.4,0,4.7,6287
12.1,6,15.9,0,4.6,6287
14.1,6,17.8,0,4.8,6287
15.8,6,19.2,0,5.3,6287
13.4,6,11.7,0,4.6,6287
14.4,5,17.4,0,4.4,6288
14.3,5,17.8,0,4.5,6288
10.2,5,19.6,0,3.8,6288
12.8,5,17.8,0,4.4,6288
13.6,5,19.3,0,5.3,6288
8.8,5,13.7,0,2.9,6288
11.7,5,16.5,0,4.4,6288
8.3,3,16.5,1,3.4,6289
12.4,3,24.1,1,5.1,6289
10.1,3,15.9,1,4.2,6289
12.2,3,22.3,1,5.6,6289
10.2,3,13.3,1,4.5,6289
8.1,3,16.3,1,3.6,6289
12.5,3,19.4,1,5.7,6289
4.0,1,19.4,0,1.5,6290
3.1,1,14.2,0,1.2,6290
2.6,1,18.0,0,0.8,6290
2.5,1,21.1,0,0.9,6290
2.4,1,15.9,0,0.8,6290
1.2,1,14.1,0,0.4,6290
2.8,1,19.9,0,1.0,6290
5.0,3,17.2,0,1.9,6291
8.0,3,18.6,0,2.9,6291
8.5,3,15.6,0,2.9,6291
8.7,3,15.3,0,3.4,6291
9.3,3,14.6,0,2.9,6291
6.7,3,21.0,0,2.4,6291
7.3,3,16.2,0,2.4,6291
13.2,4,16.2,1,5.6,6292
15.1,4,16.8,1,6.4,6292
16.5,4,19.7,1,7.5,6292
13.9,4,17.4,1,6.9,6292
14.4,4,16.8,1,6.2,6292
15.5,4,18.7,1,6.9,6292
16.5,4,18.8,1,8.1,6292
7.6,3,18.8,0,3.0,6293
8.2,3,23.7,0,2.7,6293
5.9,3,15.4,0,2.3,6293
5.1,3,19.4,0,1.7,6293
8.6,3,17.5,0,2.7,6293
5.8,3,17.3,0,2.1,6293
8.0,3,19.3,0,2.7,6293
15.8,5,15.8,0,5.2,6294
11.1,5,17.1,0,4.1,6294
12.2,5,17.2,0,4.7,6294
11.8,5,17.7,0,3.8,6294
13.5,5,19.7,0,4.5,6294
12.5,5,14.4,0,4.7,6294
12.8,5,14.9,0,4.0,6294
4.9,3,16.6,0,1.9,6295
8.6,3,16.5,0,3.4,6295
4.1,3,14.8,0,1.4,6295
7.2,3,15.1,0,2.4,6295
9.4,3,21.3,0,3.1,6295
5.9,3,15.1,0,2.0,6295
7.6,3,20.7,0,2.7,6295
14.1,4,17.3,1,6.5,6296
15.3,4,16.7,1,7.6,6296
11.0,4,11.9,1,4.6,6296
15.6,4,19.9,1,7.6,6296
15.4,4,18.1,1,7.1,6296
14.3,4,15.1,1,6.4,6296
14.0,4,17.1,1,6.7,6296
12.4,4,17.9,1,5.9,6297
12.7,4,15.2,1,5.8,6297
13.7,4,18.2,1,5.7,6297
13.6,4,17.2,1,5.9,6297
15.4,4,15.9,1,6.7,6297
16.8,4,24.7,1,7.5,6297
15.0,4,16.4,1,6.2,6297
9.8,4,16.2,0,3.7,6298
10.0,4,15.6,0,4.0,6298
11.0,4,18.7,0,3.7,6298
10.5,4,20.3,0,3.6,6298
7.8,4,15.4,0,2.8,6298
7.3,4,16.8,0,2.8,6298
9.9,4,18.4,0,3.1,6298
16.1,5,15.5,0,5.4,6299
14.4,5,20.0,0,4.3,6299
11.3,5,14.3,0,3.6,6299
15.5,5,18.6,0,5.7,6299
13.2,5,17.8,0,4.5,6299
11.6,5,16.1,0,4.3,6299
13.4,5,19.2,0,5.0,6299
11.7,4,17.2,0,4.7,6300
11.6,4,18.8,0,4.2,6300
7.7,4,20.0,0,2.5,6300
10.2,4,18.5,0,3.5,6300
8.3,4,17.9,0,3.2,6300
11.3,4,16.9,0,3.8,6300
7.1,4,14.1,0,2.2,6300
4.0,1,19.7,0,1.5,6301
3.3,1,16.1,0,1.2,6301
5.2,1,16.7,0,1.6,6301
1.2,1,14.4,0,0.4,6301
4.2,1,16.5,0,1.5,6301
0.5,1,17.5,0,0.2,6301
0.9,1,21.3,0,0.4,6301
12.2,4,18.6,0,4.2,6302
11.6,4,18.8,0,4.0,6302
9.3,4,17.1,0,3.4,6302
12.0,4,18.4,0,4.6,6302
9.3,4,20.8,0,3.0,6302
7.2,4,15.8,0,2.6,6302
10.6,4,16.2,0,3.2,6302
12.5,3,19.2,1,5.8,6303
7.3,3,15.5,1,3.4,6303
10.6,3,14.9,1,5.1,6303
12.4,3,21.8,1,5.3,6303
7.1,3,15.4,1,3.1,6303
11.6,3,18.5,1,5.2,6303
9.0,3,19.1,1,4.1,6303
11.9,6,16.1,0,4.3,6304
17.3,6,16.3,0,6.6,6304
15.6,6,22.9,0,5.8,6304
13.7,6,16.3,0,4.4,6304
14.3,6,14.0,0,4.8,6304
15.4,6,18.1,0,5.8,6304
14.1,6,18.4,0,4.8,6304
10.1,3,18.0,1,4.7,6305
9.9,3,19.3,1,4.8,6305
11.4,3,19.9,1,5.2,6305
9.0,3,15.2,1,3.9,6305
7.3,3,14.6,1,3.0,6305
9.8,3,17.5,1,4.2,6305
8.9,3,12.2,1,4.3,6305
12.4,6,17.3,0,4.5,6306
14.4,6,14.8,0,5.3,6306
17.1,6,20.3,0,6.2,6306
13.1,6,14.9,0,4.5,6306
14.6,6,15.9,0,5.2,6306
14.1,6,18.7,0,5.0,6306
16.8,6,19.0,0,6.6,6306
6.9,3,15.6,0,2.5,6307
8.5,3,17.9,0,3.3,6307
8.8,3,18.3,0,3.0,6307
6.9,3,15.8,0,2.8,6307
5.9,3,18.9,0,1.8,6307
9.8,3,21.0,0,3.3,6307
8.0,3,19.2,0,3.0,6307
14.7,5,18.1,1,6.3,6308
18.0,5,14.9,1,8.3,6308
16.8,5,16.1,1,7.1,6308
18.0,5,20.2,1,8.8,6308
17.5,5,21.8,1,8.4,6308
18.0,5,12.3,1,9.5,6308
18.0,5,14.3,1,9.0,6308
11.5,3,14.9,0,4.2,6309
4.7,3,16.6,0,1.9,6309
6.8,3,15.5,0,2.0,6309
8.0,3,15.1,0,2.9,6309
6.8,3,15.8,0,2.5,6309
8.5,3,19.0,0,2.8,6309
7.3,3,17.2,0,2.6,6309
17.8,5,10.3,1,7.7,6310
16.1,5,13.4,1,7.0,6310
18.0,5,16.6,1,9.2,6310
18.0,5,18.6,1,7.9,6310
18.0,5,19.4,1,8.7,6310
16.7,5,22.6,1,7.7,6310
17.2,5,17.5,1,7.2,6310
15.6,5,16.9,1,6.6,6311
16.2,5,17.0,1,7.9,6311
18.0,5,21.1,1,8.2,6311
18.0,5,18.3,1,8.7,6311
18.0,5,19.8,1,8.6,6311
17.1,5,19.9,1,7.4,6311
18.0,5,18.0,1,8.0,6311
13.3,4,16.3,1,5.8,6312
13.5,4,17.0,1,5.7,6312
13.2,4,18.6,1,6.3,6312
16.0,4,12.2,1,7.4,6312
13.1,4,18.1,1,5.9,6312
13.6,4,18.6,1,6.4,6312
14.4,4,13.5,1,7.2,6312
4.8,1,16.0,1,2.1,6313
2.1,1,19.2,1,1.0,6313
3.5,1,15.4,1,1.7,6313
4.8,1,18.7,1,2.2,6313
4.9,1,18.3,1,2.3,6313
1.5,1,19.9,1,0.7,6313
2.4,1,19.9,1,1.2,6313
18.0,6,19.0,1,8.4,6314
17.5,6,11.1,1,8.2,6314
18.0,6,18.0,1,7.5,6314
18.0,6,15.3,1,8.1,6314
18.0,6,20.9,1,9.8,6314
18.0,6,15.9,1,9.5,6314
18.0,6,13.4,1,9.6,6314
15.5,4,16.6,1,7.3,6315
14.3,4,15.4,1,6.8,6315
15.9,4,18.9,1,7.4,6315
18.0,4,16.0,1,8.6,6315
13.0,4,22.7,1,5.9,6315
14.9,4,18.1,1,7.3,6315
14.1,4,17.4,1,6.2,6315
9.3,4,17.0,0,3.0,6316
11.5,4,18.6,0,4.6,6316
10.5,4,19.2,0,3.7,6316
11.8,4,15.2,0,4.3,6316
8.0,4,15.8,0,2.8,6316
10.2,4,16.7,0,3.2,6316
8.5,4,13.3,0,2.7,6316
13.6,5,15.8,0,4.6,6317
14.7,5,20.6,0,4.4,6317
11.6,5,18.1,0,4.2,6317
12.0,5,18.3,0,4.1,6317
12.3,5,18.4,0,4.3,6317
12.4,5,16.8,0,4.7,6317
12.4,5,17.1,0,4.4,6317
14.8,5,14.1,0,5.9,6318
11.1,5,17.6,0,3.7,6318
12.4,5,16.0,0,4.9,6318
12.3,5,15.9,0,4.9,6318
13.0,5,17.6,0,4.8,6318
11.1,5,18.3,0,4.3,6318
11.3,5,19.8,0,3.5,6318
18.0,6,15.2,1,8.9,6319
18.0,6,15.7,1,9.2,6319
18.0,6,16.7,1,9.4,6319
18.0,6,19.7,1,9.7,6319
18.0,6,20.9,1,8.6,6319
18.0,6,17.3,1,9.1,6319
18.0,6,19.4,1,8.5,6319
7.5,3,14.9,0,2.3,6320
7.3,3,16.0,0,2.5,6320
6.7,3,15.7,0,2.2,6320
7.9,3,19.3,0,3.1,6320
10.5,3,15.8,0,4.1,6320
6.4,3,14.1,0,2.2,6320
6.9,3,18.5,0,2.3,6320
8.4,3,19.0,0,2.9,6321
7.4,3,19.4,0,3.0,6321
8.6,3,14.2,0,3.0,6321
7.5,3,13.3,0,2.9,6321
5.5,3,21.9,0,2.1,6321
9.9,3,19.2,0,3.4,6321
6.2,3,13.3,0,2.1,6321
14.8,4,17.1,1,7.3,6322
15.7,4,15.0,1,7.7,6322
12.1,4,16.2,1,6.0,6322
13.0,4,13.0,1,6.2,6322
17.0,4,23.2,1,7.9,6322
15.8,4,17.6,1,7.0,6322
16.3,4,16.9,1,7.9,6322
5.0,2,15.5,0,1.6,6323
4.5,2,15.8,0,1.7,6323
2.3,2,16.3,0,0.9,6323
5.4,2,19.7,0,2.0,6323
2.6,2,15.5,0,0.9,6323
3.3,2,16.1,0,1.3,6323
5.2,2,18.0,0,2.0,6323
7.6,2,19.3,1,3.2,6324
5.2,2,14.4,1,2.4,6324
8.3,2,19.5,1,3.3,6324
10.0,2,17.8,1,4.7,6324
8.3,2,21.4,1,4.0,6324
9.4,2,21.6,1,4.4,6324
9.0,2,18.5,1,4.3,6324
7.0,3,19.8,0,2.5,6325
6.2,3,19.7,0,2.0,6325
5.7,3,16.4,0,1.9,6325
6.5,3,18.4,0,2.4,6325
4.6,3,17.9,0,1.7,6325
9.5,3,20.1,0,3.4,6325
5.6,3,19.4,0,2.1,6325
7.0,2,18.5,1,3.2,6326
8.3,2,16.5,1,3.7,6326
6.8,2,19.5,1,2.7,6326
7.2,2,13.3,1,3.4,6326
6.9,2,16.5,1,2.8,6326
9.1,2,18.5,1,4.0,6326
5.2,2,17.6,1,2.6,6326
13.0,3,17.8,1,5.7,6327
11.7,3,17.0,1,4.8,6327
13.5,3,19.8,1,5.8,6327
8.6,3,17.6,1,3.9,6327
12.7,3,15.4,1,5.5,6327
9.2,3,18.8,1,4.0,6327
10.4,3,13.2,1,4.7,6327
12.7,5,20.1,0,4.6,6328
12.1,5,18.8,0,4.3,6328
10.8,5,16.9,0,3.9,6328
10.1,5,16.9,0,3.5,6328
13.3,5,15.7,0,5.1,6328
13.6,5,18.7,0,5.2,6328
12.1,5,14.5,0,4.8,6328
14.2,4,12.2,1,6.0,6329
14.5,4,18.6,1,6.4,6329
17.2,4,16.1,1,8.4,6329
15.5,4,16.4,1,6.9,6329
14.8,4,18.7,1,7.3,6329
12.0,4,16.0,1,4.9,6329
15.3,4,14.1,1,7.0,6329
2.7,1,14.6,1,1.2,6330
4.3,1,19.5,1,1.8,6330
6.3,1,17.0,1,3.1,6330
4.1,1,18.5,1,1.9,6330
5.6,1,18.5,1,2.4,6330
1.5,1,17.1,1,0.7,6330
4.5,1,14.2,1,2.1,6330
11.5,4,17.5,0,4.3,6331
11.2,4,20.4,0,3.5,6331
8.0,4,14.5,0,2.4,6331
9.8,4,16.4,0,3.3,6331
10.4,4,16.0,0,3.9,6331
10.2,4,16.1,0,3.5,6331
9.7,4,20.7,0,3.4,6331
7.7,3,16.0,0,2.4,6332
6.5,3,19.4,0,2.1,6332
9.9,3,18.3,0,3.9,6332
7.2,3,11.1,0,2.2,6332
7.9,3,14.8,0,2.9,6332
8.1,3,20.2,0,2.5,6332
9.7,3,20.0,0,3.7,6332
6.6,3,20.6,0,2.6,6333
4.8,3,21.5,0,1.6,6333
